794.8432,459.88623,43.71812
577.98804,437.44724,37.693306
467.28125,500.12738,45.09182
437.17535,495.20505,46.170124
419.7143,507.94232,43.189804
411.53217,509.6033,43.06187
399.70532,515.99695,40.89979
398.55975,526.9242,38.74293
400.85876,536.4413,37.877098
394.29102,543.4984,37.56225
378.16504,535.2175,38.031555
374.34473,534.855,38.023277
373.92978,534.2029,37.857853
372.60474,531.0535,37.424915
374.05603,528.56586,37.015602
375.42438,526.3041,36.967102
377.18018,524.2623,37.144173
379.49646,520.9748,36.89291
380.87933,515.9912,36.801258
381.46658,510.9591,36.886044
382.94702,506.5592,36.954346
384.15314,506.75443,37.130066
386.81616,503.563,37.471333
389.626,502.1709,37.1612
391.55347,499.19705,37.147446
392.32367,495.92822,37.178123
393.9533,494.9073,37.28597
398.74075,494.34692,37.474762
403.30252,493.87585,37.57684
407.68713,493.14252,37.57239
412.1303,491.22534,37.726818
415.09164,488.8783,37.95121
418.4131,485.20752,38.237823
421.323,481.0428,38.429756
423.7564,478.07715,38.665688
426.32745,475.30267,38.886845
428.4726,471.19458,39.26535
430.73358,466.29108,39.506813
437.60086,461.41898,39.800507
445.78503,456.3523,39.975456
451.8224,454.14948,40.00901
462.1698,459.61127,39.71478
563.56793,437.62708,29.328009
562.7802,433.6659,29.550344
559.19617,417.9593,29.56926
561.01886,404.8301,30.059946
568.77856,393.63025,30.18609
581.483,381.30505,30.438091
595.38257,370.5138,30.708464
605.3157,362.65118,31.09807
613.6793,355.47784,31.524378
621.0656,347.39508,32.22486
629.0343,338.65482,32.798153
633.61084,329.66263,33.91892
642.4976,321.22943,34.8626
651.4577,315.25006,35.74103
660.8063,311.06448,36.428143
668.1487,308.46796,37.069107
670.4424,307.50687,37.449677
671.86414,305.3181,38.33089
671.9982,304.0575,39.110954
673.24524,303.2218,39.772152
680.18414,307.1263,40.605762
690.81085,310.4708,40.65859
699.7465,313.14227,40.73787
711.0207,318.2702,40.826584
728.1335,321.53137,40.825794
737.30054,323.93304,40.611702
739.03845,328.14944,40.447243
739.62933,330.7615,40.496723
727.9385,339.6043,40.711784
719.9159,342.05054,41.379356
712.1813,348.34976,41.652756
702.775,356.622,41.839672
672.1132,368.03046,43.25062
629.9291,379.91473,48.76438
596.03406,419.12433,50.43023
587.7284,452.40915,50.354446
586.4025,458.28122,49.47641
590.16327,454.19687,48.07783
608.02136,444.5145,45.68366
604.5023,463.67975,45.7666
766.3636,428.71283,37.728783
804.29144,341.9576,56.877075
691.7069,432.38162,40.611668
910.8824,447.76718,31.637972
905.8677,419.74484,32.07991
859.2463,432.82956,31.730318
859.40564,427.3288,31.004154
864.7979,415.87592,31.951426
868.937,421.37552,32.631607
886.46967,422.81046,32.710136
905.9735,417.81046,33.50552
929.0891,422.22177,33.395096
967.56177,420.0203,31.854115
977.4584,397.86804,32.503845
1045.1821,410.4728,28.808933
978.4616,426.22418,31.956459
1007.5955,466.02484,28.23998
998.0659,467.7313,28.878727
999.16675,464.38828,29.18774
1031.15,475.1727,28.680866
1198.8328,466.84247,25.443638
1150.1108,470.54138,26.74696
1233.7666,435.70633,26.487782
1255.0216,478.51538,26.300615
1190.1309,385.75055,28.05513
1185.7994,392.55078,27.145805
1161.9465,395.94565,25.468592
1136.373,392.0369,25.0214
1118.2972,384.83716,24.821415
1109.3516,380.02493,25.143818
1103.9857,371.49213,26.26182
1103.4265,375.22073,27.168028
1118.4248,391.53058,27.92816
1122.5743,396.24524,28.934177
1125.5194,399.3037,29.884617
1127.3796,399.81903,30.335222
1114.7231,399.93347,31.343866
1091.034,393.36032,32.325363
1028.6718,395.3826,33.67708
1021.1084,395.54962,38.694057
988.68396,382.29684,39.23724
952.952,369.40802,41.990448
907.4196,336.4247,43.496105
868.37427,329.43857,45.4777
890.40454,343.17126,47.7681
875.45074,283.08417,50.019947
882.5926,269.2143,52.171448
852.37915,265.42416,52.599293
814.3192,272.4926,51.48448
772.8011,284.8576,50.90764
751.8147,284.25284,49.36164
757.64526,287.58456,51.651188
776.47766,291.6266,52.816376
815.9883,291.121,52.559967
862.6348,274.8551,59.133217
902.78937,269.8367,61.622734
913.2506,275.09198,64.40575
932.1565,311.2298,67.779106
896.8821,312.05618,72.71362
894.1294,296.9895,72.12952
863.2965,245.67798,75.65528
956.5041,242.18567,76.30434
853.9966,241.26523,71.32817
925.5006,321.87808,62.844666
923.5295,348.68622,59.327724
1068.7502,394.47876,76.69986
854.55945,436.76416,65.08388
852.4985,436.0342,54.880836
813.2927,430.0125,45.544968
777.8096,431.34973,39.717113
775.90424,435.11853,37.957985
861.44434,447.90436,39.67141
872.2344,440.69885,39.58275
895.24384,404.62,37.49731
896.3712,385.03668,36.05232
916.06433,362.80444,36.38785
928.52893,344.42807,36.72163
956.75037,329.24902,35.897877
994.0155,315.02332,33.93927
1002.7168,314.58313,34.22647
984.1284,324.29187,36.083267
971.38416,326.43225,38.04232
966.5044,330.3481,38.108994
1009.1994,334.0295,37.86684
1022.48755,333.34833,38.361893
1027.58,332.6994,38.907204
1042.6365,332.83374,40.02632
1050.3987,342.99707,40.164467
1038.7251,329.79333,40.511856
1039.1592,321.63364,40.823055
1042.5103,313.37927,41.17112
1048.23,323.3288,39.707542
1059.7849,336.89682,38.424644
1074.5676,347.77594,37.781002
1084.4302,361.56705,37.596527
1087.7399,368.53955,37.64723
1082.1764,376.3637,38.52037
1082.8949,380.98392,39.184326
1085.8944,379.93704,39.78649
1088.0979,380.18637,40.333855
1093.1699,378.61108,40.99405
1089.3717,381.05566,40.62728
1044.7096,382.4019,40.10436
1010.48175,382.9845,39.40773
991.35266,388.40717,38.10097
985.1407,400.30807,35.78066
981.9179,414.0131,33.733955
983.898,420.2779,32.428078
980.95593,432.63614,32.119537
964.8013,443.02435,32.308628
960.0696,459.2685,32.055145
986.0965,472.8994,29.536667
1007.2472,472.05347,27.859962
1011.15796,468.18988,27.229301
1015.1822,465.77924,26.962845
1042.4639,465.31714,26.38667
1046.635,468.11884,25.536533
1047.2793,472.5064,24.943933
1022.8639,472.03052,24.719303
1020.5829,445.81134,24.475801
981.2197,429.46738,26.135727
997.3906,420.49005,26.450539
1063.6924,409.3266,26.789583
1171.9934,400.08264,25.44588
1193.8645,450.66937,24.13846
1156.9609,486.57877,23.227383
1137.3455,494.2168,21.829546
1122.3428,486.16174,20.544355
1109.9711,481.42587,20.499584
1078.8124,471.61615,20.432213
1037.2261,450.58838,20.143452
1025.1721,446.8124,20.475906
1013.1326,437.99225,21.529951
992.5574,422.51254,22.940952
978.4881,407.42883,23.408815
957.8434,394.55682,25.926
929.4134,383.57974,29.043941
890.2137,385.73132,34.187775
880.3821,385.50876,38.955795
875.82935,392.32733,40.839993
881.3618,398.61163,40.94254
889.52686,399.57828,41.136078
901.16565,392.53134,44.09309
908.03735,379.25024,44.74814
912.7946,373.44165,44.695568
924.011,371.9451,44.510395
937.59875,375.69495,42.325123
1183.4316,346.54016,50.382652
1153.7183,296.4496,48.050697
